32334 ,	,+CLB
   1 ê-kî-pê-tôtahk	PV/e+PV/ki+PV/pe+tôtam+V+TI+Cnj+3Sg
   1 ê-kî-pê-takohtêt	PV/e+PV/ki+PV/pe+takohtêw+V+AI+Cnj+3Sg
   1 ê-kî-pê-takohtêcik	PV/e+PV/ki+PV/pe+takohtêw+V+AI+Cnj+3Pl
   1 ê-kî-pê-tahkonahk	PV/e+PV/ki+PV/pe+tahkonam+V+TI+Cnj+3Sg
   1 ê-kî-pê-sipwêhtêyân	PV/e+PV/ki+PV/pe+sipwêhtêw+V+AI+Cnj+1Sg
   1 ê-kî-pê-sipwêhtêt	PV/e+PV/ki+PV/pe+sipwêhtêw+V+AI+Cnj+3Sg
   1 ê-kî-pê-sipwêhtahak	PV/e+PV/ki+PV/pe+sipwêhtahêw+V+TA+Cnj+1Sg+3SgO
   1 ê-kî-pê-sipwê-kotiskâwêt	PV/e+PV/ki+PV/pe+PV/sipwe+kotiskâwêw+V+AI+Cnj+3Sg
   1 ê-kî-pê-pôsiyân	PV/e+PV/ki+PV/pe+pôsiw+V+AI+Cnj+1Sg
   1 ê-kî-pê-pîyak-ôhpikihakik	ê-kî-pê-pîyak-ôhpikihakik+?
   1 ê-kî-pê-pîhtokwêyân	PV/e+PV/ki+PV/pe+pîhtokwêw+V+AI+Cnj+1Sg
   1 ê-kî-pê-pîhtikwêt	PV/e+PV/ki+pê-pîhtikwêw+V+AI+Cnj+3Sg
   1 ê-kî-pê-pîhtikwêpahtât	PV/e+PV/ki+PV/pe+pîhtikwêpahtâw+V+AI+Cnj+3Sg
   1 ê-kî-pê-pimâcihocik	PV/e+PV/ki+PV/pe+pimâcihow+V+AI+Cnj+3Pl
   1 ê-kî-pê-pimipayik	PV/e+PV/ki+PV/pe+pimipayiw+V+II+Cnj+3Sg
   1 ê-kî-pê-otinâyâhkik	PV/e+PV/ki+PV/pe+otinêw+V+TA+Cnj+1Pl+3PlO
   1 ê-kî-pê-otinamân	PV/e+PV/ki+PV/pe+otinam+V+TI+Cnj+1Sg
   1 ê-kî-pê-ohtohtêyân	PV/e+PV/ki+pê-ohtohtêw+V+AI+Cnj+1Sg
   1 ê-kî-pê-ohpikihtamâsoyân	PV/e+PV/ki+PV/pe+ohpikihtamâsow+V+AI+Cnj+1Sg
   1 ê-kî-pê-ohpikihicik	PV/e+PV/ki+PV/pe+ohpikihêw+V+TA+Cnj+3Pl+1SgO
   1 ê-kî-pê-ohpikihakik	PV/e+PV/ki+PV/pe+ohpikihêw+V+TA+Cnj+1Sg+3PlO
   1 ê-kî-pê-nôhakik	PV/e+PV/ki+PV/pe+nôhêw+V+TA+Cnj+1Sg+3PlO
   1 ê-kî-pê-nâtitâpêpayihikoyâhkik	PV/e+PV/ki+PV/pe+nâtitâpêpayihêw+V+TA+Cnj+3Pl+1PlO
   1 ê-kî-pê-nâtitisihamiyit	ê-kî-pê-nâtitisihamiyit+?
   1 ê-kî-pê-nâtimiht	PV/e+PV/ki+pê-nâtêw+V+TA+Cnj+X+4Sg/PlO
   1 ê-kî-pê-nâtiht	PV/e+PV/ki+pê-nâtêw+V+TA+Cnj+X+3SgO
   1 ê-kî-pê-nitâhtâmikot	PV/e+PV/ki+PV/pe+nitâhtâmêw+V+TA+Cnj+4Sg/Pl+3SgO
   1 ê-kî-pê-nitonikêcik	PV/e+PV/ki+PV/pe+nitonikêw+V+AI+Cnj+3Pl
   1 ê-kî-pê-nitohtâht	PV/e+PV/ki+PV/pe+nitohtawêw+V+TA+Cnj+X+3SgO
   1 ê-kî-pê-nitawêyimâcik	PV/e+PV/ki+PV/pe+nitawêyimêw+V+TA+Cnj+3Pl+4Sg/PlO
   1 ê-kî-pê-nitawâpamit	PV/e+PV/ki+PV/pe+nitawâpamêw+V+TA+Cnj+3Sg+1SgO
   1 ê-kî-pê-nitaw-âyamihât	PV/e+PV/ki+PV/pe+nitawi-ayamihâw+V+AI+Cnj+3Sg
   1 ê-kî-pê-na-nôcihcikêsiyâhk	ê-kî-pê-na-nôcihcikêsiyâhk+?
   1 ê-kî-pê-môskîstâkawiyân	PV/e+PV/ki+PV/pe+môskîstawêw+V+TA+Cnj+X+1SgO
   1 ê-kî-pê-môskîstawicik	PV/e+PV/ki+PV/pe+môskîstawêw+V+TA+Cnj+3Pl+1SgO
   1 ê-kî-pê-mîciyâhk	PV/e+PV/ki+PV/pe+mîciw+V+TI+Cnj+1Pl
   1 ê-kî-pê-mîcit	PV/e+PV/ki+PV/pe+mîciw+V+TI+Cnj+3Sg
   1 ê-kî-pê-mêkit	PV/e+PV/ki+PV/pe+mêkiw+V+AI+Cnj+3Sg
   1 ê-kî-pê-mostohtêyâhk	PV/e+PV/ki+PV/pe+mostohtêw+V+AI+Cnj+1Pl
   1 ê-kî-pê-miywâtisit	PV/e+PV/ki+PV/pe+miywâtisiw+V+AI+Cnj+3Sg
   1 ê-kî-pê-miyo-pimâtisiyân	PV/e+PV/ki+PV/pe+miyo-pimâtisiw+V+AI+Cnj+1Sg
   1 ê-kî-pê-miyo-pimâtisihk	PV/e+PV/ki+PV/pe+miyo-pimâtisiw+V+AI+Cnj+X
   1 ê-kî-pê-miyit	PV/e+PV/ki+PV/pe+miyêw+V+TA+Cnj+3Sg+1SgO
   1 ê-kî-pê-miyawâtahkik	PV/e+PV/ki+PV/pe+miyawâtam+V+TI+Cnj+3Pl
   1 ê-kî-pê-manâcimowinêyân	PV/e+PV/ki+PV/pe+manâcimowinêw+V+AI+Cnj+1Sg
   1 ê-kî-pê-kîwêyâhk	PV/e+PV/ki+pê-kîwêw+V+AI+Cnj+1Pl
   1 ê-kî-pê-kîwêhtahicik	PV/e+PV/ki+pê-kîwêhtahêw+V+TA+Cnj+3Pl+1SgO
   1 ê-kî-pê-kîwêhtahak	PV/e+PV/ki+pê-kîwêhtahêw+V+TA+Cnj+1Sg+3SgO
   1 ê-kî-pê-kîwê-piciyâhk	PV/e+PV/ki+PV/pe+PV/kiwe+piciw+V+AI+Cnj+1Pl
   1 ê-kî-pê-kîwê-picihk	PV/e+PV/ki+PV/pe+PV/kiwe+piciw+V+AI+Cnj+X
   1 ê-kî-pê-kîwâtisicik	PV/e+PV/ki+PV/pe+kîwâtisiw+V+AI+Cnj+3Pl
   1 ê-kî-pê-kâh-koskwêyihtamân	PV/e+PV/ki+PV/pe+RdplS+koskwêyihtam+V+TI+Cnj+1Sg
   1 ê-kî-pê-kâh-kiyokawicik	PV/e+PV/ki+PV/pe+RdplS+kiyokawêw+V+TA+Cnj+3Pl+1SgO
   1 ê-kî-pê-kiyokêcik	PV/e+PV/ki+pê-kiyokêw+V+AI+Cnj+3Pl
   1 ê-kî-pê-kiyokawicik	PV/e+PV/ki+PV/pe+kiyokawêw+V+TA+Cnj+3Pl+1SgO
   1 ê-kî-pê-kiyokawak	PV/e+PV/ki+PV/pe+kiyokawêw+V+TA+Cnj+1Sg+3SgO
   1 ê-kî-pê-kitimâkisiyâhk	PV/e+PV/ki+PV/pe+kitimâkisiw+V+AI+Cnj+1Pl
   1 ê-kî-pê-kitimâkisit	PV/e+PV/ki+PV/pe+kitimâkisiw+V+AI+Cnj+3Sg
   1 ê-kî-pê-kitimâk-ôhpikihikocik	ê-kî-pê-kitimâk-ôhpikihikocik+?
   1 ê-kî-pê-kiskêyihtamân	PV/e+PV/ki+PV/pe+kiskêyihtam+V+TI+Cnj+1Sg
   1 ê-kî-pê-kiskinowâpahtihit	PV/e+PV/ki+PV/pe+kiskinowâpahtihêw+V+TA+Cnj+3Sg+1SgO
   1 ê-kî-pê-kiskinohamâsocik	ê-kî-pê-kiskinohamâsocik+?
   1 ê-kî-pê-kiskinohamâmiht	ê-kî-pê-kiskinohamâmiht+?
   1 ê-kî-pê-kiskinahamâkawiyan	ê-kî-pê-kiskinahamâkawiyan+?
   1 ê-kî-pê-kiskinahamawicik	ê-kî-pê-kiskinahamawicik+?
   1 ê-kî-pê-kimotamawicik	PV/e+PV/ki+PV/pe+kimotamawêw+V+TA+Cnj+3Pl+1SgO
   1 ê-kî-pê-kiki-nahapicik	ê-kî-pê-kiki-nahapicik+?
   1 ê-kî-pê-katikoniyit	PV/e+PV/ki+PV/pe+katikoniw+V+AI+Cnj+4Sg/Pl
   1 ê-kî-pê-kapêsicik	PV/e+PV/ki+PV/pe+kapêsiw+V+AI+Cnj+3Pl
   1 ê-kî-pê-kakêskimikoyâhk	PV/e+PV/ki+PV/pe+kakêskimêw+V+TA+Cnj+3Sg+1PlO
   1 ê-kî-pê-kakâyawisîyit	PV/e+PV/ki+PV/pe+kakâyawisîw+V+AI+Cnj+4Sg/Pl
   1 ê-kî-pê-kakwâtakihoyân	PV/e+PV/ki+PV/pe+kakwâtakihow+V+AI+Cnj+1Sg
   1 ê-kî-pê-ka-kîmôcihitân	PV/e+PV/ki+PV/pe+RdplW+kîmôcihêw+V+TA+Cnj+1Sg+2SgO
   1 ê-kî-pê-itôtâkoyahk	PV/e+PV/ki+PV/pe+itôtawêw+V+TA+Cnj+3Sg+12PlO
   1 ê-kî-pê-itwêyân	PV/e+PV/ki+PV/pe+itwêw+V+AI+Cnj+1Sg
   1 ê-kî-pê-itwêcik	PV/e+PV/ki+PV/pe+itwêw+V+AI+Cnj+3Pl
   1 ê-kî-pê-itohtêcik	PV/e+PV/ki+pê-itohtêw+V+AI+Cnj+3Pl
   1 ê-kî-pê-itohtahât	PV/e+PV/ki+pê-itohtahêw+V+TA+Cnj+3Sg+4Sg/PlO
   1 ê-kî-pê-itohtahikoyâhk	PV/e+PV/ki+pê-itohtahêw+V+TA+Cnj+3Sg+1PlO
   1 ê-kî-pê-itikot	PV/e+PV/ki+PV/pe+itêw+V+TA+Cnj+4Sg/Pl+3SgO
   1 ê-kî-pê-isîhocik	PV/e+PV/ki+PV/pe+isîhow+V+AI+Cnj+3Pl
   1 ê-kî-pê-ispitahkik	PV/e+PV/ki+PV/pe+ispitam+V+TI+Cnj+3Pl
   1 ê-kî-pê-iskwêwisîhiht	PV/e+PV/ki+PV/pe+iskwêwisîhêw+V+TA+Cnj+X+3SgO
   1 ê-kî-pê-isi-~-â	ê-kî-pê-isi-~-â+?
   1 ê-kî-pê-isi-wîhtamawit	PV/e+PV/ki+PV/pe+PV/isi+wîhtamawêw+V+TA+Cnj+3Sg+1SgO
   1 ê-kî-pê-isi-wîhtamawicik	PV/e+PV/ki+PV/pe+PV/isi+wîhtamawêw+V+TA+Cnj+3Pl+1SgO
   1 ê-kî-pê-isi-tâpwêhtahkik	PV/e+PV/ki+PV/pe+PV/isi+tâpwêhtam+V+TI+Cnj+3Pl
   1 ê-kî-pê-isi-postayiwinisahisocik	PV/e+PV/ki+PV/pe+PV/isi+postayiwinisahisow+V+AI+Cnj+3Pl
   1 ê-kî-pê-isi-pimâtisiyahk	PV/e+PV/ki+PV/pe+PV/isi+pimâtisiw+V+AI+Cnj+12Pl
   1 ê-kî-pê-isi-pimâcihâwasot	PV/e+PV/ki+PV/pe+PV/isi+pimâcihâwasow+V+AI+Cnj+3Sg
   1 ê-kî-pê-isi-pimâcihoyêk	PV/e+PV/ki+PV/pe+PV/isi+pimâcihow+V+AI+Cnj+2Pl
   1 ê-kî-pê-isi-pimâcihakik	PV/e+PV/ki+PV/pe+PV/isi+pimâcihêw+V+TA+Cnj+1Sg+3PlO
   1 ê-kî-pê-isi-paminikawiyâhk	PV/e+PV/ki+PV/pe+PV/isi+paminêw+V+TA+Cnj+X+1PlO
   1 ê-kî-pê-isi-ohpikihitocik	PV/e+PV/ki+PV/pe+PV/isi+ohpikihitowak+V+AI+Cnj+3Pl
   1 ê-kî-pê-isi-nâh-nâkacihtât	PV/e+PV/ki+PV/pe+PV/isi+RdplS+nâkacihtâw+V+TI+Cnj+3Sg
   1 ê-kî-pê-isi-nakatamawit	PV/e+PV/ki+PV/pe+PV/isi+nakatamawêw+V+TA+Cnj+3Sg+1SgO
   1 ê-kî-pê-isi-kitimâkisiyân	PV/e+PV/ki+PV/pe+PV/isi+kitimâkisiw+V+AI+Cnj+1Sg
   1 ê-kî-pê-isi-kitimâkisiyâhk	PV/e+PV/ki+PV/pe+PV/isi+kitimâkisiw+V+AI+Cnj+1Pl
   1 ê-kî-pê-isi-kitimâkisihk	PV/e+PV/ki+PV/pe+PV/isi+kitimâkisiw+V+AI+Cnj+X
   1 ê-kî-pê-isi-kiskisiyan	PV/e+PV/ki+PV/pe+PV/isi+kiskisiw+V+AI+Cnj+2Sg
   1 ê-kî-pê-isi-kakêskimâcik	PV/e+PV/ki+PV/pe+PV/isi+kakêskimêw+V+TA+Cnj+3Pl+4Sg/PlO
   1 ê-kî-pê-isi-ka-kîmôcihitân	PV/e+PV/ki+PV/pe+PV/isi+RdplW+kîmôcihêw+V+TA+Cnj+1Sg+2SgO
   1 ê-kî-pê-isi	ê-kî-pê-isi+?
   1 ê-kî-pê-is-ôhpikiyân	ê-kî-pê-is-ôhpikiyân+?
   1 ê-kî-pê-is-ôhpikinâwasocik	ê-kî-pê-is-ôhpikinâwasocik+?
   1 ê-kî-pê-is-ôhpikihikoyâhkik	ê-kî-pê-is-ôhpikihikoyâhkik+?
   1 ê-kî-pê-is-ôhpikihikawiyân	ê-kî-pê-is-ôhpikihikawiyân+?
   1 ê-kî-pê-is-ôhpikihikawiyâhk	ê-kî-pê-is-ôhpikihikawiyâhk+?
   1 ê-kî-pê-is-ôhpikihihcik	ê-kî-pê-is-ôhpikihihcik+?
   1 ê-kî-pê-is-ôhpikihakik	ê-kî-pê-is-ôhpikihakik+?
   1 ê-kî-pê-is-âyâyan	ê-kî-pê-is-âyâyan+?
   1 ê-kî-pê-is-âya-paminamiyit	ê-kî-pê-is-âya-paminamiyit+?
   1 ê-kî-pê-is-âya-ayisiyinîwit	ê-kî-pê-is-âya-ayisiyinîwit+?
   1 ê-kî-pê-is-âwâsisîwit	ê-kî-pê-is-âwâsisîwit+?
   1 ê-kî-pê-ayâyâhk	PV/e+PV/ki+pê-ayâw+V+AI+Cnj+1Pl
   1 ê-kî-pê-aya-kihci-wîkihtot	ê-kî-pê-aya-kihci-wîkihtot+?
   1 ê-kî-pê-ay-isîhkawâyit	PV/e+PV/ki+PV/pe+RdplW+isîhkawêw+V+TA+Cnj+4Sg/Pl+5Sg/PlO
   1 ê-kî-pê-ay-isîhcikêyân	PV/e+PV/ki+PV/pe+RdplW+isîhcikêw+V+AI+Cnj+1Sg
   1 ê-kî-pê-ay-isîhcikêt	PV/e+PV/ki+PV/pe+RdplW+isîhcikêw+V+AI+Cnj+3Sg
   1 ê-kî-pê-ay-ispicicik	PV/e+PV/ki+PV/pe+RdplW+ispiciw+V+AI+Cnj+3Pl
   1 ê-kî-pê-ay-isi-pimâcihisocik	PV/e+PV/ki+PV/pe+RdplW+PV/isi+pimâcihisow+V+AI+Cnj+3Pl
   1 ê-kî-pê-ay-ayât	PV/e+PV/ki+PV/pe+RdplW+ayâw+V+AI+Cnj+3Sg
   1 ê-kî-pê-atâwâkêhk	PV/e+PV/ki+PV/pe+atâwâkêw+V+AI+Cnj+X
   1 ê-kî-pê-atoskêyân	PV/e+PV/ki+pê-atoskêw+V+AI+Cnj+1Sg
   1 ê-kî-pê-anima-manâcihtâcik	ê-kî-pê-anima-manâcihtâcik+?
   1 ê-kî-pê-acâwêsiyân	PV/e+PV/ki+PV/pe+acâwêsiw+V+AI+Cnj+1Sg
   1 ê-kî-pê	ê-kî-pê+?
   1 ê-kî-pâstêki	PV/e+PV/ki+pâstêw+V+II+Cnj+3Pl
   1 ê-kî-pâstatahahkik	PV/e+PV/ki+pâstataham+V+TI+Cnj+3Pl
   1 ê-kî-pâst	ê-kî-pâst+?
   1 ê-kî-pâsohcik	PV/e+PV/ki+pâswêw+V+TA+Cnj+X+3PlO
   1 ê-kî-pâskisosot	PV/e+PV/ki+pâskisosow+V+AI+Cnj+3Sg
   1 ê-kî-pâsamâhk	PV/e+PV/ki+pâsam+V+TI+Cnj+1Pl
   1 ê-kî-pâpakwâtahokot	ê-kî-pâpakwâtahokot+?
   1 ê-kî-pâniswâcik	PV/e+PV/ki+pâniswêw+V+TA+Cnj+3Pl+4Sg/PlO
   1 ê-kî-pâhpihk	PV/e+PV/ki+pâhpiw+V+AI+Cnj+X
   1 ê-kî-pâhk-~-pâhkwahamâhk	ê-kî-pâhk-~-pâhkwahamâhk+?
   1 ê-kî-pâh-pôsihak	PV/e+PV/ki+RdplS+pôsihêw+V+TA+Cnj+1Sg+3SgO
   1 ê-kî-pâh-pistiskôyât	ê-kî-pâh-pistiskôyât+?
   1 ê-kî-pâh-pistiskôhât	ê-kî-pâh-pistiskôhât+?
   1 ê-kî-pâh-paspâpit	PV/e+PV/ki+RdplS+paspâpiw+V+AI+Cnj+3Sg
   1 ê-kî-postiskahk	PV/e+PV/ki+postiskam+V+TI+Cnj+3Sg
   1 ê-kî-postayôwinisêt	ê-kî-postayôwinisêt+?
   1 ê-kî-piponiyik	PV/e+PV/ki+pipon+V+II+Cnj+4Sg
   1 ê-kî-pipohk	PV/e+PV/ki+pipon+V+II+Cnj+3Sg
   1 ê-kî-pininawatikoyâhk	ê-kî-pininawatikoyâhk+?
   1 ê-kî-pininawasot	ê-kî-pininawasot+?
   1 ê-kî-pimâtisiyit	PV/e+PV/ki+pimâtisiw+V+AI+Cnj+4Sg/Pl
   1 ê-kî-pimâtisit	PV/e+PV/ki+pimâtisiw+V+AI+Cnj+3Sg
   1 ê-kî-pimâmoyit	PV/e+PV/ki+pimâmow+V+AI+Cnj+4Sg/Pl
   1 ê-kî-pimâcihât	PV/e+PV/ki+pimâcihêw+V+TA+Cnj+3Sg+4Sg/PlO
   1 ê-kî-pimâcihâcik	PV/e+PV/ki+pimâcihêw+V+TA+Cnj+3Pl+4Sg/PlO
   1 ê-kî-pimâcihwâkêcik	PV/e+PV/ki+pimâcihwâkêw+V+AI+Cnj+3Pl
   1 ê-kî-pimâcihohk	PV/e+PV/ki+pimâcihow+V+AI+Cnj+X
   1 ê-kî-pimâcihocik	PV/e+PV/ki+pimâcihow+V+AI+Cnj+3Pl
   1 ê-kî-pimohtêyân	PV/e+PV/ki+pimohtêw+V+AI+Cnj+1Sg
   1 ê-kî-pimohtâtamân	PV/e+PV/ki+pimohtâtam+V+TI+Cnj+1Sg
   1 ê-kî-pimohtatât	PV/e+PV/ki+pimohtatâw+V+TI+Cnj+3Sg
   1 ê-kî-pimohtahikawiyân	PV/e+PV/ki+pimohtahêw+V+TA+Cnj+X+1SgO
   1 ê-kî-pimitâpâsoyâhk	PV/e+PV/ki+pimitâpâsow+V+AI+Cnj+1Pl
   1 ê-kî-pimitisahikêt	PV/e+PV/ki+pimitisahikêw+V+AI+Cnj+3Sg
   1 ê-kî-pimitisahahkik	PV/e+PV/ki+pimitisaham+V+TI+Cnj+3Pl
   1 ê-kî-pimiskâyâhk	PV/e+PV/ki+pimiskâw+V+AI+Cnj+1Pl
   1 ê-kî-pimisimiht	PV/e+PV/ki+pimisimêw+V+TA+Cnj+X+3SgO
   1 ê-kî-pimis-~	ê-kî-pimis-~+?
   1 ê-kî-pimipayiyân	PV/e+PV/ki+pimipayiw+V+AI+Cnj+1Sg
   1 ê-kî-pimipayiyâhk	PV/e+PV/ki+pimipayiw+V+AI+Cnj+1Pl
   1 ê-kî-pimipayiyit	PV/e+PV/ki+pimipayiw+V+AI+Cnj+4Sg/Pl
   1 ê-kî-pimipayik	PV/e+PV/ki+pimipayiw+V+II+Cnj+3Sg
   1 ê-kî-pimipayicik	PV/e+PV/ki+pimipayiw+V+AI+Cnj+3Pl
   1 ê-kî-piminawasoyân	PV/e+PV/ki+piminawasow+V+AI+Cnj+1Sg
   1 ê-kî-piminawasot	PV/e+PV/ki+piminawasow+V+AI+Cnj+3Sg
   1 ê-kî-piminawasohk	PV/e+PV/ki+piminawasow+V+AI+Cnj+X
   1 ê-kî-pimikâpawicik	PV/e+PV/ki+pimikâpawiw+V+AI+Cnj+3Pl
   1 ê-kî-pimi-tâh-tahcipitahkik	PV/e+PV/ki+PV/pimi+RdplS+tahcipitam+V+TI+Cnj+3Pl
   1 ê-kî-pimi-pîkopicikêt	PV/e+PV/ki+PV/pimi+pîkopicikêw+V+AI+Cnj+3Sg
   1 ê-kî-pimi-piciyâhk	PV/e+PV/ki+PV/pimi+piciw+V+AI+Cnj+1Pl
   1 ê-kî-pimi-pakitinamân	PV/e+PV/ki+pimi-pakitinam+V+TI+Cnj+1Sg
   1 ê-kî-pimi-nakasit	PV/e+PV/ki+PV/pimi+nakatêw+V+TA+Cnj+3Sg+1SgO
   1 ê-kî-pimi-mâtocik	PV/e+PV/ki+PV/pimi+mâtow+V+AI+Cnj+3Pl
   1 ê-kî-pimi-mân-âya	ê-kî-pimi-mân-âya+?
   1 ê-kî-pimi-mosci-pimâtisicik	PV/e+PV/ki+PV/pimi+PV/mosci+pimâtisiw+V+AI+Cnj+3Pl
   1 ê-kî-pimi-kiyokâkot	PV/e+PV/ki+PV/pimi+kiyokawêw+V+TA+Cnj+4Sg/Pl+3SgO
   1 ê-kî-pimi-kaskihcikêyân	PV/e+PV/ki+PV/pimi+kaskihcikêw+V+AI+Cnj+1Sg
   1 ê-kî-pimi-kaskihcikêyâhk	PV/e+PV/ki+PV/pimi+kaskihcikêw+V+AI+Cnj+1Pl
   1 ê-kî-pimastâyân	ê-kî-pimastâyân+?
   1 ê-kî-pimakociniyâhk	PV/e+PV/ki+pimakocin+V+AI+Cnj+1Pl
   1 ê-kî-pim-âyi	ê-kî-pim-âyi+?
   1 ê-kî-pim-âyahikêt	ê-kî-pim-âyahikêt+?
   1 ê-kî-pim-âtotikot	ê-kî-pim-âtotikot+?
   1 ê-kî-pim-~-wîstawâw-pimitâpâsocik	ê-kî-pim-~-wîstawâw-pimitâpâsocik+?
   1 ê-kî-pikwâhokot	PV/e+PV/ki+pikwâhwêw+V+TA+Cnj+4Sg/Pl+3SgO
   1 ê-kî-pihkohisoyâhk	PV/e+PV/ki+pihkohisow+V+AI+Cnj+1Pl
   1 ê-kî-pihkinahk	ê-kî-pihkinahk+?
   1 ê-kî-piciyit	PV/e+PV/ki+piciw+V+AI+Cnj+4Sg/Pl
   1 ê-kî-payipisahk	PV/e+PV/ki+payipisam+V+TI+Cnj+3Sg
   1 ê-kî-pawâtamân	PV/e+PV/ki+pawâtam+V+TI+Cnj+1Sg
   1 ê-kî-pawâtahkik	PV/e+PV/ki+pawâtam+V+TI+Cnj+3Pl
   1 ê-kî-patahotocik	PV/e+PV/ki+patahotowak+V+AI+Cnj+3Pl
   1 ê-kî-paskêwihitocik	PV/e+PV/ki+paskêwihitowak+V+AI+Cnj+3Pl
   1 ê-kî-paskêwihikoyâhk	PV/e+PV/ki+paskêwihêw+V+TA+Cnj+3Sg+1PlO
   1 ê-kî-paskêwihak	PV/e+PV/ki+paskêwihêw+V+TA+Cnj+1Sg+3SgO
   1 ê-kî-paskêt	PV/e+PV/ki+paskêw+V+AI+Cnj+3Sg
   1 ê-kî-paskwatahikêhk	PV/e+PV/ki+paskwatahikêw+V+AI+Cnj+X
   1 ê-kî-paskoswâcik	PV/e+PV/ki+paskoswêw+V+TA+Cnj+3Pl+4Sg/PlO
   1 ê-kî-pasikôyân	PV/e+PV/ki+pasikôw+V+AI+Cnj+1Sg
   1 ê-kî-papâspinê-aya-kîhikot	ê-kî-papâspinê-aya-kîhikot+?
   1 ê-kî-papâmâcihoyâhk	PV/e+PV/ki+papâmâcihow+V+AI+Cnj+1Pl
   1 ê-kî-papâmâcihot	PV/e+PV/ki+papâmâcihow+V+AI+Cnj+3Sg
   1 ê-kî-papâmâcihohk	PV/e+PV/ki+papâmâcihow+V+AI+Cnj+X
   1 ê-kî-papâmohtêyâhk	PV/e+PV/ki+papâmohtêw+V+AI+Cnj+1Pl
   1 ê-kî-papâmohtêt	PV/e+PV/ki+papâmohtêw+V+AI+Cnj+3Sg
   1 ê-kî-papâmohtêhk	PV/e+PV/ki+papâmohtêw+V+AI+Cnj+X
   1 ê-kî-papâmohtatât	PV/e+PV/ki+papâmohtatâw+V+TI+Cnj+3Sg
   1 ê-kî-papâmohtahât	PV/e+PV/ki+papâmohtahêw+V+TA+Cnj+3Sg+4Sg/PlO
   1 ê-kî-papâmohtahikoyâhk	PV/e+PV/ki+papâmohtahêw+V+TA+Cnj+4Sg/Pl+1PlO
   1 ê-kî-papâmipicit	PV/e+PV/ki+papâmipiciw+V+AI+Cnj+3Sg
   1 ê-kî-papâmipayiyâhk	PV/e+PV/ki+papâmipayiw+V+AI+Cnj+1Pl
   1 ê-kî-papâmipayit	PV/e+PV/ki+papâmipayiw+V+AI+Cnj+3Sg
   1 ê-kî-papâmicimêcik	PV/e+PV/ki+papâmicimêw+V+AI+Cnj+3Pl
   1 ê-kî-papâmi-wîcêwâyâhkok	ê-kî-papâmi-wîcêwâyâhkok+?
   1 ê-kî-papâmi-wîci-picîmâyâhkik	PV/e+PV/ki+PV/papami+wîci-picîmêw+V+TA+Cnj+1Pl+3PlO
   1 ê-kî-papâmi-wâh-otinât	PV/e+PV/ki+PV/papami+PV/wah+otinêw+V+TA+Cnj+3Sg+4Sg/PlO
   1 ê-kî-papâmi-tâh-tipahamâtohk	ê-kî-papâmi-tâh-tipahamâtohk+?
   1 ê-kî-papâmi-pîhtikwatât	PV/e+PV/ki+PV/papami+pîhtikwatâw+V+TI+Cnj+3Sg
   1 ê-kî-papâmi-pâh-pîkwatahahkik	PV/e+PV/ki+PV/papami+RdplS+pîkwataham+V+TI+Cnj+3Pl
   1 ê-kî-papâmi-picihk	PV/e+PV/ki+papâmi-piciw+V+AI+Cnj+X
   1 ê-kî-papâmi-pamihtâsot	PV/e+PV/ki+PV/papami+pamihtâsow+V+AI+Cnj+3Sg
   1 ê-kî-papâmi-môsahkinikêcik	ê-kî-papâmi-môsahkinikêcik+?
   1 ê-kî-papâmi-mônahaskwêyâhk	PV/e+PV/ki+PV/papami+mônahaskwêw+V+AI+Cnj+1Pl
   1 ê-kî-papâmi-mâmawêyatiyâhk	PV/e+PV/ki+PV/papami+mâmawêyatiwak+V+AI+Cnj+1Pl
   1 ê-kî-papâmi-kâh-~	ê-kî-papâmi-kâh-~+?
   1 ê-kî-papâmi-asahkêcik	PV/e+PV/ki+PV/papami+asahkêw+V+AI+Cnj+3Pl
   1 ê-kî-papâm-ôsihtâcik	ê-kî-papâm-ôsihtâcik+?
   1 ê-kî-papâm-âya-~	ê-kî-papâm-âya-~+?
   1 ê-kî-papâm-~-papâmipiciyâhk	ê-kî-papâm-~-papâmipiciyâhk+?
   1 ê-kî-papâm	ê-kî-papâm+?
   1 ê-kî-papâ-paskwatahikêyâhk	PV/e+PV/ki+PV/papa+paskwatahikêw+V+AI+Cnj+1Pl
   1 ê-kî-papâ-mêtawêyan	PV/e+PV/ki+PV/papa+mêtawêw+V+AI+Cnj+2Sg
   1 ê-kî-papâ-ayât	PV/e+PV/ki+PV/papa+ayâw+V+AI+Cnj+3Sg
   1 ê-kî-papakipotâcik	PV/e+PV/ki+papakipotâw+V+TI+Cnj+3Pl
   1 ê-kî-paminikoyâhkik	PV/e+PV/ki+paminêw+V+TA+Cnj+3Pl+1PlO
   1 ê-kî-pamihâyâhkwâw	ê-kî-pamihâyâhkwâw+?
   1 ê-kî-pamihâcik	PV/e+PV/ki+pamihêw+V+TA+Cnj+3Pl+4Sg/PlO
   1 ê-kî-pamihtamâsocik	PV/e+PV/ki+pamihtamâsow+V+AI+Cnj+3Pl
   1 ê-kî-pamihtamawât	PV/e+PV/ki+pamihtamawêw+V+TA+Cnj+3Sg+4Sg/PlO
   1 ê-kî-pamihisoyâhk	PV/e+PV/ki+pamihisow+V+AI+Cnj+1Pl
